"PAYS","REGION","NUTS","ANNEE","NB_OBS","warm_moy","leaking_moy","warm_na","leaking_na"
"IT","ITC1","NUTS 2",2008,1373,0.9505,0.1624,0,0
"RO","RO22","NUTS 2",2008,990,0.7828,0.2758,0,0
"RO","RO41","NUTS 2",2008,852,0.7852,0.2477,0,0
"RO","RO32","NUTS 2",2008,642,0.7601,0.2632,0,0
"RO","RO31","NUTS 2",2008,1239,0.8015,0.2454,0,0
"IT","ITD5","NUTS 2",2008,1581,0.9526,0.1645,0,0
"IT","ITC3","NUTS 2",2008,985,0.9533,0.1472,0,0
"FR","FR82","NUTS 2",2008,753,0.9695,0.1129,0,0
"ES","ES12","NUTS 2",2008,623,0.9807,0.077,0,0
"FR","FR61","NUTS 2",2008,585,0.9641,0.0735,0,0
"BG","BG33","NUTS 2",2008,542,0.4889,0.2878,0,0
"ES","ES13","NUTS 2",2008,389,0.9949,0.0411,0,0
"BG","BG31","NUTS 2",2008,587,0.5128,0.3186,0,0
"ES","ES22","NUTS 2",2008,449,0.9933,0.0535,0,0
"IT","ITE3","NUTS 2",2008,1035,0.9478,0.1527,0,0
"FR","FR62","NUTS 2",2008,459,0.9586,0.0806,0,0
"ES","ES21","NUTS 2",2008,714,0.9916,0.0882,0,0
"IT","ITE1","NUTS 2",2008,1495,0.9485,0.1465,0,0
"BG","BG32","NUTS 2",2008,535,0.4729,0.3103,0,0
"HR","HR03","NUTS 2",2008,NA,NA,NA,NA,NA
"GR","GR41","NUTS 2",2008,152,0.9605,0.1579,0,0
"TR","TRC3","NUTS 2",2008,NA,NA,NA,NA,NA
"TR","TR52","NUTS 2",2008,NA,NA,NA,NA,NA
"TR","TR32","NUTS 2",2008,NA,NA,NA,NA,NA
"PT","PT15","NUTS 2",2008,NA,NA,NA,NA,NA
"TR","TR62","NUTS 2",2008,NA,NA,NA,NA,NA
"TR","TR61","NUTS 2",2008,NA,NA,NA,NA,NA
"GR","GR25","NUTS 2",2008,383,0.9765,0.1201,0,0
"IT","ITG1","NUTS 2",2008,1136,0.9278,0.1655,0,0
"TR","TRC1","NUTS 2",2008,NA,NA,NA,NA,NA
"ES","ES61","NUTS 2",2008,1567,0.9834,0.0868,0,0
"TR","TR63","NUTS 2",2008,NA,NA,NA,NA,NA
"GR","GR30","NUTS 2",2008,2053,0.9713,0.1164,0,0
"MT","MT00","NUTS 2",2008,NA,NA,NA,NA,NA
"ES","ES63","NUTS 2",2008,127,0.9764,0.1496,0,0
"GR","GR42","NUTS 2",2008,191,0.9581,0.0576,0,0
"CY","CY00","NUTS 2",2008,3355,0.8385,0.1276,0,0
"GR","GR43","NUTS 2",2008,373,0.9812,0.1233,0,0
"ES","ES64","NUTS 2",2008,124,1,0.0645,0,0
"PT","PT30","NUTS 2",2008,NA,NA,NA,NA,NA
"ES","ES70","NUTS 2",2008,633,0.9826,0.0964,0,0
"FR","FR91","NUTS 2",2008,NA,NA,NA,NA,NA
"FR","FR92","NUTS 2",2008,NA,NA,NA,NA,NA
"FR","FR93","NUTS 2",2008,NA,NA,NA,NA,NA
"FR","FR94","NUTS 2",2008,NA,NA,NA,NA,NA
"ME","ME00","NUTS 2",2008,NA,NA,NA,NA,NA
"IS","IS","NUTS 0",2009,NA,NA,NA,NA,NA
"FI","FI","NUTS 0",2009,10137,0.9941,0.042,0.0024,0.0058
"NO","NO","NUTS 0",2009,NA,NA,NA,NA,NA
"UK","UK","NUTS 0",2009,NA,NA,NA,NA,NA
"LU","LU","NUTS 0",2009,4249,0.9976,0.105,0,0
"PL","PL","NUTS 0",2009,NA,NA,NA,NA,NA
"BE","BE","NUTS 0",2009,6135,0.9659,0.0921,0,0
"EE","EE","NUTS 0",2009,4965,0.9952,0.1764,0,0
"LV","LV","NUTS 0",2009,5797,0.9008,0.2353,0,0
"LT","LT","NUTS 0",2009,5132,0.8088,0.1744,0,0
"SE","SE","NUTS 0",2009,NA,NA,NA,NA,NA
"DK","DK","NUTS 0",2009,5866,0.9962,0.065,0,0.0131
"IE","IE","NUTS 0",2009,17,1,0.8235,0,0
"NL","NL","NUTS 0",2009,NA,NA,NA,NA,NA
"HU","HU","NUTS 0",2009,9912,0.9583,0.1054,0,0
"CH","CH","NUTS 0",2009,NA,NA,NA,NA,NA
"SI","SI","NUTS 0",2009,NA,NA,NA,NA,NA
"RO","RO","NUTS 0",2009,7745,0.9078,0.1886,0,0
"HR","HR","NUTS 0",2009,NA,NA,NA,NA,NA
"TR","TR","NUTS 0",2009,NA,NA,NA,NA,NA
"MT","MT","NUTS 0",2009,3646,0.9336,0.0458,0,0
"CY","CY","NUTS 0",2009,3145,0.8461,0.1851,0,0
"PT","PT","NUTS 0",2009,NA,NA,NA,NA,NA
"GR","GR","NUTS 0",2009,7036,0.9298,0.1272,0,0
"ES","ES","NUTS 0",2009,13360,0.9706,0.1115,0,0
"BG","BG","NUTS 0",2009,5608,0.5603,0.1794,0,0
"MK","MK","NUTS 0",2009,NA,NA,NA,NA,NA
"IT","IT","NUTS 0",2009,20492,0.9583,0.166,0,0
"CZ","CZ","NUTS 0",2009,NA,NA,NA,NA,NA
"SK","SK","NUTS 0",2009,5264,0.9683,0.0541,2e-04,0
"DE","DE","NUTS 0",2009,NA,NA,NA,NA,NA
"LI","LI","NUTS 0",2009,NA,NA,NA,NA,NA
"AT","AT","NUTS 0",2009,5876,0.9816,0.088,0,0
"FR","FR","NUTS 0",2009,10603,0.9726,0.0869,7e-04,1e-04
"ME","ME","NUTS 0",2009,NA,NA,NA,NA,NA
"IS","IS0","NUTS 1",2009,NA,NA,NA,NA,NA
"SE","SE3","NUTS 1",2009,NA,NA,NA,NA,NA
"FI","FI2","NUTS 1",2009,81,0.9877,0.0125,0,0.0123
"FI","FI1","NUTS 1",2009,10056,0.9941,0.0422,0.0024,0.0058
"SE","SE1","NUTS 1",2009,NA,NA,NA,NA,NA
"EE","EE0","NUTS 1",2009,4965,0.9952,0.1764,0,0
"LV","LV0","NUTS 1",2009,5797,0.9008,0.2353,0,0
"SE","SE2","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKM","NUTS 1",2009,NA,NA,NA,NA,NA
"DK","DK0","NUTS 1",2009,5866,0.9962,0.065,0,0.0131
"UK","UKN","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKC","NUTS 1",2009,NA,NA,NA,NA,NA
"LT","LT0","NUTS 1",2009,5132,0.8088,0.1744,0,0
"DE","DEF","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE6","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE8","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKE","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKD","NUTS 1",2009,NA,NA,NA,NA,NA
"PL","PL6","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE5","NUTS 1",2009,NA,NA,NA,NA,NA
"NL","NL1","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE3","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKF","NUTS 1",2009,NA,NA,NA,NA,NA
"IE","IE0","NUTS 1",2009,17,1,0.8235,0,0
"UK","UKG","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKL","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKI","NUTS 1",2009,NA,NA,NA,NA,NA
"NL","NL3","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DEE","NUTS 1",2009,NA,NA,NA,NA,NA
"NL","NL4","NUTS 1",2009,NA,NA,NA,NA,NA
"PL","PL5","NUTS 1",2009,NA,NA,NA,NA,NA
"FR","FR3","NUTS 1",2009,723,0.9723,0.0954,0.0014,0
"BE","BE1","NUTS 1",2009,832,0.9603,0.1046,0,0
"BE","BE2","NUTS 1",2009,3268,0.9688,0.086,0,0
"PL","PL4","NUTS 1",2009,NA,NA,NA,NA,NA
"NL","NL2","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE4","NUTS 1",2009,NA,NA,NA,NA,NA
"PL","PL1","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE9","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKH","NUTS 1",2009,NA,NA,NA,NA,NA
"IT","ITE","NUTS 1",2009,4847,0.9558,0.1615,0,0
"MK","MK0","NUTS 1",2009,NA,NA,NA,NA,NA
"ES","ES2","NUTS 1",2009,2170,0.9751,0.1147,0,0
"TR","TR1","NUTS 1",2009,NA,NA,NA,NA,NA
"ES","ES3","NUTS 1",2009,1141,0.9755,0.1008,0,0
"TR","TR8","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR9","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR2","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR4","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DEA","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKJ","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DED","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DEG","NUTS 1",2009,NA,NA,NA,NA,NA
"UK","UKK","NUTS 1",2009,NA,NA,NA,NA,NA
"LU","LU0","NUTS 1",2009,4249,0.9976,0.105,0,0
"PL","PL3","NUTS 1",2009,NA,NA,NA,NA,NA
"PL","PL2","NUTS 1",2009,NA,NA,NA,NA,NA
"BE","BE3","NUTS 1",2009,2035,0.9636,0.0968,0,0
"DE","DE7","NUTS 1",2009,NA,NA,NA,NA,NA
"CZ","CZ0","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DEC","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DEB","NUTS 1",2009,NA,NA,NA,NA,NA
"FR","FR1","NUTS 1",2009,1682,0.9756,0.0755,0,0
"SK","SK0","NUTS 1",2009,5264,0.9683,0.0541,2e-04,0
"DE","DE1","NUTS 1",2009,NA,NA,NA,NA,NA
"DE","DE2","NUTS 1",2009,NA,NA,NA,NA,NA
"HU","HU1","NUTS 1",2009,2517,0.9611,0.081,0,0
"AT","AT1","NUTS 1",2009,2501,0.9784,0.0936,0,0
"FR","FR4","NUTS 1",2009,1010,0.9683,0.0881,0.001,0
"LI","LI0","NUTS 1",2009,NA,NA,NA,NA,NA
"FR","FR2","NUTS 1",2009,1956,0.9698,0.0936,0,0
"AT","AT3","NUTS 1",2009,2145,0.9828,0.0802,0,0
"HU","HU3","NUTS 1",2009,4500,0.9571,0.1231,0,0
"AT","AT2","NUTS 1",2009,1230,0.9862,0.0902,0,0
"HU","HU2","NUTS 1",2009,2895,0.9579,0.0991,0,0
"CH","CH0","NUTS 1",2009,NA,NA,NA,NA,NA
"RO","RO1","NUTS 1",2009,2053,0.9172,0.1778,0,0
"FR","FR5","NUTS 1",2009,1660,0.9753,0.0813,0,0
"SI","SI0","NUTS 1",2009,NA,NA,NA,NA,NA
"FR","FR7","NUTS 1",2009,1089,0.9651,0.0927,9e-04,0
"RO","RO2","NUTS 1",2009,2226,0.8971,0.1968,0,0
"RO","RO4","NUTS 1",2009,1610,0.8925,0.2025,0,0
"RO","RO3","NUTS 1",2009,1856,0.9235,0.1789,0,0
"IT","ITD","NUTS 1",2009,4796,0.9643,0.1639,0,0
"IT","ITC","NUTS 1",2009,4981,0.9641,0.1638,0,0
"FR","FR6","NUTS 1",2009,1274,0.9764,0.0888,0.0024,8e-04
"HR","HR0","NUTS 1",2009,NA,NA,NA,NA,NA
"BG","BG3","NUTS 1",2009,2943,0.5379,0.1886,0,0
"ES","ES1","NUTS 1",2009,2032,0.9754,0.1058,0,0
"FR","FR8","NUTS 1",2009,1209,0.976,0.086,8e-04,0
"BG","BG4","NUTS 1",2009,2665,0.585,0.1692,0,0
"PT","PT1","NUTS 1",2009,NA,NA,NA,NA,NA
"GR","GR2","NUTS 1",2009,1563,0.9296,0.1382,0,0
"IT","ITG","NUTS 1",2009,1673,0.9588,0.1751,0,0
"TR","TRC","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR6","NUTS 1",2009,NA,NA,NA,NA,NA
"GR","GR3","NUTS 1",2009,2174,0.9282,0.121,0,0
"MT","MT0","NUTS 1",2009,3646,0.9336,0.0458,0,0
"CY","CY0","NUTS 1",2009,3145,0.8461,0.1851,0,0
"GR","GR4","NUTS 1",2009,786,0.9249,0.1043,0,0
"ES","ES6","NUTS 1",2009,2345,0.965,0.1181,0,0
"PT","PT3","NUTS 1",2009,NA,NA,NA,NA,NA
"ES","ES7","NUTS 1",2009,598,0.9515,0.1171,0,0
"FR","FR9","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TRA","NUTS 1",2009,NA,NA,NA,NA,NA
"GR","GR1","NUTS 1",2009,2513,0.9327,0.1329,0,0
"ES","ES4","NUTS 1",2009,2097,0.9695,0.1144,0,0
"ES","ES5","NUTS 1",2009,2977,0.9711,0.1088,0,0
"IT","ITF","NUTS 1",2009,4195,0.9471,0.1723,0,0
"TR","TR7","NUTS 1",2009,NA,NA,NA,NA,NA
"PT","PT2","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TRB","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR5","NUTS 1",2009,NA,NA,NA,NA,NA
"TR","TR3","NUTS 1",2009,NA,NA,NA,NA,NA
"ME","ME0","NUTS 1",2009,NA,NA,NA,NA,NA
"NO","NO0","NUTS 1",2009,NA,NA,NA,NA,NA
"SE","SE33","NUTS 2",2009,NA,NA,NA,NA,NA
"IS","IS00","NUTS 2",2009,NA,NA,NA,NA,NA
"HR","HR02","NUTS 2",2009,NA,NA,NA,NA,NA
"NO","NO07","NUTS 2",2009,NA,NA,NA,NA,NA
"FI","FI1A","NUTS 2",2009,2266,0.9943,0.0496,0.0022,0.004
"SE","SE32","NUTS 2",2009,NA,NA,NA,NA,NA
"NO","NO06","NUTS 2",2009,NA,NA,NA,NA,NA
"FI","FI13","NUTS 2",2009,2573,0.993,0.0399,0.0027,0.0074
"NO","NO02","NUTS 2",2009,NA,NA,NA,NA,NA
"FI","FI19","NUTS 2",2009,2736,0.9941,0.0404,0.0029,0.0044
"SE","SE31","NUTS 2",2009,NA,NA,NA,NA,NA
"FI","FI20","NUTS 2",2009,81,0.9877,0.0125,0,0.0123
"FI","FI18","NUTS 2",2009,2481,0.9952,0.0398,0.0016,0.0073
"NO","NO01","NUTS 2",2009,NA,NA,NA,NA,NA
"NO","NO05","NUTS 2",2009,NA,NA,NA,NA,NA
"NO","NO03","NUTS 2",2009,NA,NA,NA,NA,NA
"SE","SE11","NUTS 2",2009,NA,NA,NA,NA,NA
"NO","NO04","NUTS 2",2009,NA,NA,NA,NA,NA
"SE","SE12","NUTS 2",2009,NA,NA,NA,NA,NA
"EE","EE00","NUTS 2",2009,4965,0.9952,0.1764,0,0
"UK","UKM5","NUTS 2",2009,NA,NA,NA,NA,NA
"SE","SE23","NUTS 2",2009,NA,NA,NA,NA,NA
"SE","SE21","NUTS 2",2009,NA,NA,NA,NA,NA
"DK","DK05","NUTS 2",2009,624,0.9984,0.0553,0,0.0144
"LV","LV00","NUTS 2",2009,5797,0.9008,0.2353,0,0
"DK","DK04","NUTS 2",2009,1406,0.9943,0.0641,0,0.0128
"SE","SE22","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKM2","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKM3","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKM6","NUTS 2",2009,NA,NA,NA,NA,NA
"DK","DK01","NUTS 2",2009,1648,0.997,0.0603,0,0.014
"DE","DE80","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKF3","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL34","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKD3","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL42","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKE3","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKD5","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKD2","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL61","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL11","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE50","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL12","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKF1","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE93","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL13","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE94","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL31","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL41","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE92","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL22","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL33","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKH2","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEA4","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL12","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE42","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL11","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKL1","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE91","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEA3","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKJ1","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKI1","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL41","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKH3","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKL2","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKK1","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKI2","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKJ4","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL31","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL34","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEE0","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DED3","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEA1","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE21","NUTS 2",2009,821,0.9769,0.1035,0,0
"PL","PL52","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEA5","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL33","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DED2","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL42","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE24","NUTS 2",2009,590,0.9712,0.0695,0,0
"PL","PL51","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE22","NUTS 2",2009,444,0.9662,0.0878,0,0
"FR","FR30","NUTS 2",2009,723,0.9723,0.0954,0.0014,0
"NL","NL23","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKG2","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE30","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKF2","NUTS 2",2009,NA,NA,NA,NA,NA
"IE","IE02","NUTS 2",2009,9,1,0.7778,0,0
"UK","UKH1","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKG3","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL21","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE41","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKG1","NUTS 2",2009,NA,NA,NA,NA,NA
"NL","NL32","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL43","NUTS 2",2009,NA,NA,NA,NA,NA
"DK","DK03","NUTS 2",2009,1330,0.9962,0.08,0,0.0128
"DK","DK02","NUTS 2",2009,858,0.9965,0.059,0,0.0117
"UK","UKC2","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKD1","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKN0","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKC1","NUTS 2",2009,NA,NA,NA,NA,NA
"LT","LT00","NUTS 2",2009,5132,0.8088,0.1744,0,0
"PL","PL62","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL63","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKE2","NUTS 2",2009,NA,NA,NA,NA,NA
"IE","IE01","NUTS 2",2009,8,1,0.875,0,0
"UK","UKE4","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEF0","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKD4","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE60","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKE1","NUTS 2",2009,NA,NA,NA,NA,NA
"CH","CH01","NUTS 2",2009,NA,NA,NA,NA,NA
"RO","RO12","NUTS 2",2009,1044,0.9157,0.1839,0,0
"FR","FR53","NUTS 2",2009,352,0.9716,0.0739,0,0
"IT","ITC2","NUTS 2",2009,384,0.9609,0.1641,0,0
"HR","HR01","NUTS 2",2009,NA,NA,NA,NA,NA
"SI","SI01","NUTS 2",2009,NA,NA,NA,NA,NA
"SI","SI02","NUTS 2",2009,NA,NA,NA,NA,NA
"IT","ITD4","NUTS 2",2009,908,0.9648,0.1795,0,0
"FR","FR63","NUTS 2",2009,157,0.9809,0.051,0,0
"RO","RO42","NUTS 2",2009,779,0.9012,0.2157,0,0
"FR","FR72","NUTS 2",2009,239,0.9832,0.1088,0.0042,0
"IT","ITC4","NUTS 2",2009,2190,0.963,0.1584,0,0
"UK","UKK3","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE10","NUTS 2",2009,832,0.9603,0.1046,0,0
"BE","BE25","NUTS 2",2009,678,0.9676,0.0914,0,0
"BE","BE23","NUTS 2",2009,735,0.9605,0.0735,0,0
"UK","UKJ2","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE73","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKK2","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEA2","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKJ3","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE31","NUTS 2",2009,157,0.9873,0.0828,0,0
"CZ","CZ02","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE72","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DED1","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEG0","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE33","NUTS 2",2009,557,0.9713,0.0826,0,0
"BE","BE32","NUTS 2",2009,897,0.9565,0.107,0,0
"CZ","CZ04","NUTS 2",2009,NA,NA,NA,NA,NA
"UK","UKK4","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE35","NUTS 2",2009,227,0.9471,0.0925,0,0
"CZ","CZ08","NUTS 2",2009,NA,NA,NA,NA,NA
"CZ","CZ05","NUTS 2",2009,NA,NA,NA,NA,NA
"LU","LU00","NUTS 2",2009,4249,0.9976,0.105,0,0
"CZ","CZ01","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL22","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEB1","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE24","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEB2","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL32","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE26","NUTS 2",2009,NA,NA,NA,NA,NA
"PL","PL21","NUTS 2",2009,NA,NA,NA,NA,NA
"BE","BE34","NUTS 2",2009,197,0.9746,0.1066,0,0
"FR","FR22","NUTS 2",2009,398,0.9799,0.1156,0,0
"DE","DE71","NUTS 2",2009,NA,NA,NA,NA,NA
"CZ","CZ03","NUTS 2",2009,NA,NA,NA,NA,NA
"CZ","CZ06","NUTS 2",2009,NA,NA,NA,NA,NA
"CZ","CZ07","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR23","NUTS 2",2009,259,0.973,0.0965,0,0
"DE","DEC0","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DEB3","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE25","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE23","NUTS 2",2009,NA,NA,NA,NA,NA
"SK","SK04","NUTS 2",2009,1495,0.9632,0.0602,0,0
"FR","FR25","NUTS 2",2009,286,0.951,0.0944,0,0
"SK","SK03","NUTS 2",2009,1368,0.9715,0.0599,0,0
"FR","FR10","NUTS 2",2009,1682,0.9756,0.0755,0,0
"DE","DE11","NUTS 2",2009,NA,NA,NA,NA,NA
"SK","SK02","NUTS 2",2009,1872,0.9685,0.0475,5e-04,0
"FR","FR21","NUTS 2",2009,272,0.9706,0.0919,0,0
"SK","SK01","NUTS 2",2009,529,0.9735,0.0454,0,0
"DE","DE12","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE22","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR41","NUTS 2",2009,467,0.9679,0.0835,0,0
"AT","AT13","NUTS 2",2009,1156,0.974,0.1029,0,0
"FR","FR42","NUTS 2",2009,278,0.9711,0.1007,0.0036,0
"FR","FR52","NUTS 2",2009,583,0.9691,0.0806,0,0
"HU","HU31","NUTS 2",2009,1390,0.9597,0.1065,0,0
"AT","AT31","NUTS 2",2009,1069,0.9888,0.0842,0,0
"AT","AT12","NUTS 2",2009,1120,0.9786,0.0911,0,0
"DE","DE13","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE14","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE21","NUTS 2",2009,NA,NA,NA,NA,NA
"CH","CH04","NUTS 2",2009,NA,NA,NA,NA,NA
"DE","DE27","NUTS 2",2009,NA,NA,NA,NA,NA
"HU","HU32","NUTS 2",2009,1523,0.9573,0.1339,0,0
"HU","HU10","NUTS 2",2009,2517,0.9611,0.081,0,0
"CH","CH03","NUTS 2",2009,NA,NA,NA,NA,NA
"AT","AT34","NUTS 2",2009,215,0.9814,0.0977,0,0
"HU","HU21","NUTS 2",2009,977,0.9642,0.0778,0,0
"AT","AT11","NUTS 2",2009,225,1,0.0578,0,0
"RO","RO11","NUTS 2",2009,1009,0.9187,0.1715,0,0
"FR","FR43","NUTS 2",2009,265,0.966,0.083,0,0
"AT","AT32","NUTS 2",2009,405,0.9753,0.0667,0,0
"FR","FR24","NUTS 2",2009,426,0.9671,0.0775,0,0
"LI","LI00","NUTS 2",2009,NA,NA,NA,NA,NA
"AT","AT22","NUTS 2",2009,784,0.9872,0.0969,0,0
"FR","FR26","NUTS 2",2009,315,0.9746,0.0857,0,0
"AT","AT33","NUTS 2",2009,456,0.9759,0.0746,0,0
"IT","ITD1","NUTS 2",2009,432,0.9722,0.1412,0,0
"CH","CH05","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR51","NUTS 2",2009,725,0.9821,0.0855,0,0
"HU","HU22","NUTS 2",2009,1002,0.9631,0.1028,0,0
"CH","CH02","NUTS 2",2009,NA,NA,NA,NA,NA
"CH","CH06","NUTS 2",2009,NA,NA,NA,NA,NA
"RO","RO21","NUTS 2",2009,1224,0.8864,0.1863,0,0
"HU","HU33","NUTS 2",2009,1587,0.9546,0.1273,0,0
"AT","AT21","NUTS 2",2009,446,0.9843,0.0785,0,0
"CH","CH07","NUTS 2",2009,NA,NA,NA,NA,NA
"IT","ITD2","NUTS 2",2009,378,0.9656,0.1323,0,0
"HU","HU23","NUTS 2",2009,916,0.9454,0.1179,0,0
"IT","ITE2","NUTS 2",2009,883,0.9796,0.1721,0,0
"FR","FR81","NUTS 2",2009,420,0.9809,0.0881,0.0024,0
