"PAYS","REGION","NUTS","ANNEE","NB_OBS","warm_moy","leaking_moy","warm_na","leaking_na"
"UK","UKM3","NUTS 2",2012,687,0.8754,0.1684,0.0539,0.0058
"AT","AT","NUTS 0",2013,5977,0.9657,0.1191,0,0
"BG","BG","NUTS 0",2013,4971,0.7007,0.0901,0,0
"CY","CY","NUTS 0",2013,4648,0.8199,0.2145,0,0
"CZ","CZ","NUTS 0",2013,NA,NA,NA,NA,NA
"CH","CH","NUTS 0",2013,NA,NA,NA,NA,NA
"BE","BE","NUTS 0",2013,6159,0.9755,0.1476,0,0
"DE","DE","NUTS 0",2013,12703,0.9403,0.1335,0,0
"DK","DK","NUTS 0",2013,5419,0.9904,0.1122,0,0
"EE","EE","NUTS 0",2013,5775,0.9896,0.1384,0,0
"EL","EL","NUTS 0",2013,7439,0.8734,0.0684,0,0
"ES","ES","NUTS 0",2013,12139,0.9666,0.1153,0,0
"HR","HR","NUTS 0",2013,5365,0.9461,0.2766,0,0
"HU","HU","NUTS 0",2013,10223,0.8269,0.338,0,0
"FI","FI","NUTS 0",2013,11370,0.9828,0.0527,0,0
"FR","FR","NUTS 0",2013,11131,0.9244,0.126,0,0
"IE","IE","NUTS 0",2013,4922,0.8885,0.1424,0,0
"LI","LI","NUTS 0",2013,NA,NA,NA,NA,NA
"LT","LT","NUTS 0",2013,5142,0.6601,0.1392,0,0
"LU","LU","NUTS 0",2013,3770,0.9878,0.096,0,0
"LV","LV","NUTS 0",2013,6309,0.8293,0.1691,0,0
"ME","ME","NUTS 0",2013,NA,NA,NA,NA,NA
"MK","MK","NUTS 0",2013,NA,NA,NA,NA,NA
"MT","MT","NUTS 0",2013,4381,0.8802,0.1577,0,0
"NL","NL","NUTS 0",2013,10131,0.9652,0.157,0,0
"IS","IS","NUTS 0",2013,NA,NA,NA,NA,NA
"IT","IT","NUTS 0",2013,18487,0.9316,0.178,0,0
"PT","PT","NUTS 0",2013,NA,NA,NA,NA,NA
"RO","RO","NUTS 0",2013,7560,0.7454,0.1835,0,0
"NO","NO","NUTS 0",2013,NA,NA,NA,NA,NA
"PL","PL","NUTS 0",2013,NA,NA,NA,NA,NA
"SE","SE","NUTS 0",2013,NA,NA,NA,NA,NA
"SK","SK","NUTS 0",2013,5402,0.9798,0.5903,2e-04,0
"TR","TR","NUTS 0",2013,NA,NA,NA,NA,NA
"UK","UK","NUTS 0",2013,10174,0.8809,0.1849,0.0575,1e-04
"SI","SI","NUTS 0",2013,8987,0.9454,0.2793,0,0
"AT","AT1","NUTS 1",2013,2618,0.9641,0.1253,0,0
"AT","AT2","NUTS 1",2013,1204,0.9684,0.1146,0,0
"AT","AT3","NUTS 1",2013,2155,0.9661,0.1142,0,0
"BE","BE3","NUTS 1",2013,1954,0.9806,0.1535,0,0
"BG","BG3","NUTS 1",2013,2675,0.6837,0.0879,0,0
"BG","BG4","NUTS 1",2013,2296,0.7204,0.0928,0,0
"CY","CY0","NUTS 1",2013,4648,0.8199,0.2145,0,0
"CZ","CZ0","NUTS 1",2013,NA,NA,NA,NA,NA
"CH","CH0","NUTS 1",2013,NA,NA,NA,NA,NA
"BE","BE1","NUTS 1",2013,963,0.9637,0.1661,0,0
"BE","BE2","NUTS 1",2013,3242,0.9759,0.1385,0,0
"DE","DE8","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE9","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DEA","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE1","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE2","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE3","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE4","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE5","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE6","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DE7","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DEB","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DEG","NUTS 1",2013,NA,NA,NA,NA,NA
"DK","DK0","NUTS 1",2013,5419,0.9904,0.1122,0,0
"EE","EE0","NUTS 1",2013,5775,0.9896,0.1384,0,0
"EL","EL3","NUTS 1",2013,2291,0.8948,0.0589,0,0
"EL","EL4","NUTS 1",2013,778,0.8548,0.0681,0,0
"EL","EL5","NUTS 1",2013,2224,0.8705,0.0733,0,0
"EL","EL6","NUTS 1",2013,2146,0.8602,0.0736,0,0
"ES","ES1","NUTS 1",2013,1618,0.9666,0.1162,0,0
"ES","ES2","NUTS 1",2013,2028,0.9798,0.1036,0,0
"ES","ES3","NUTS 1",2013,1111,0.9694,0.1197,0,0
"DE","DEC","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DED","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DEE","NUTS 1",2013,NA,NA,NA,NA,NA
"DE","DEF","NUTS 1",2013,NA,NA,NA,NA,NA
"FR","FR6","NUTS 1",2013,1365,0.9136,0.1143,0,0
"FR","FR7","NUTS 1",2013,1300,0.9323,0.1077,0,0
"FR","FR8","NUTS 1",2013,1227,0.9209,0.1312,0,0
"FR","FRA","NUTS 1",2013,NA,NA,NA,NA,NA
"HR","HR0","NUTS 1",2013,5365,0.9461,0.2766,0,0
"ES","ES4","NUTS 1",2013,2011,0.9597,0.1154,0,0
"ES","ES5","NUTS 1",2013,2623,0.9611,0.1167,0,0
"ES","ES6","NUTS 1",2013,2223,0.9667,0.1233,0,0
"ES","ES7","NUTS 1",2013,525,0.9638,0.1086,0,0
"FI","FI1","NUTS 1",2013,11370,0.9828,0.0527,0,0
"FI","FI2","NUTS 1",2013,NA,NA,NA,NA,NA
"FR","FR1","NUTS 1",2013,1267,0.9329,0.1144,0,0
"FR","FR2","NUTS 1",2013,2122,0.9265,0.1437,0,0
"FR","FR3","NUTS 1",2013,836,0.9282,0.1388,0,0
"FR","FR4","NUTS 1",2013,1038,0.9229,0.1243,0,0
"FR","FR5","NUTS 1",2013,1976,0.9205,0.127,0,0
"HU","HU1","NUTS 1",2013,2323,0.8343,0.3345,0,0
"HU","HU2","NUTS 1",2013,2754,0.8322,0.3537,0,0
"HU","HU3","NUTS 1",2013,5146,0.8206,0.3311,0,0
"IE","IE0","NUTS 1",2013,4922,0.8885,0.1424,0,0
"IT","ITF","NUTS 1",2013,3631,0.9265,0.1851,0,0
"IT","ITG","NUTS 1",2013,1445,0.9003,0.1875,0,0
"IT","ITH","NUTS 1",2013,4503,0.9429,0.1661,0,0
"IT","ITI","NUTS 1",2013,4224,0.9297,0.1776,0,0
"LI","LI0","NUTS 1",2013,NA,NA,NA,NA,NA
"LT","LT0","NUTS 1",2013,5142,0.6601,0.1392,0,0
"LU","LU0","NUTS 1",2013,3770,0.9878,0.096,0,0
"LV","LV0","NUTS 1",2013,6309,0.8293,0.1691,0,0
"ME","ME0","NUTS 1",2013,NA,NA,NA,NA,NA
"MK","MK0","NUTS 1",2013,NA,NA,NA,NA,NA
"MT","MT0","NUTS 1",2013,4381,0.8802,0.1577,0,0
"NL","NL1","NUTS 1",2013,NA,NA,NA,NA,NA
"NL","NL2","NUTS 1",2013,NA,NA,NA,NA,NA
"IS","IS0","NUTS 1",2013,NA,NA,NA,NA,NA
"IT","ITC","NUTS 1",2013,4684,0.9362,0.1813,0,0
"PL","PL5","NUTS 1",2013,NA,NA,NA,NA,NA
"PL","PL6","NUTS 1",2013,NA,NA,NA,NA,NA
"PT","PT1","NUTS 1",2013,NA,NA,NA,NA,NA
"PT","PT2","NUTS 1",2013,NA,NA,NA,NA,NA
"PT","PT3","NUTS 1",2013,NA,NA,NA,NA,NA
"RO","RO1","NUTS 1",2013,2012,0.7276,0.2018,0,0
"RO","RO2","NUTS 1",2013,2157,0.7654,0.1697,0,0
"RO","RO3","NUTS 1",2013,1734,0.7382,0.1759,0,0
"RO","RO4","NUTS 1",2013,1657,0.7483,0.1871,0,0
"NL","NL3","NUTS 1",2013,NA,NA,NA,NA,NA
"NL","NL4","NUTS 1",2013,NA,NA,NA,NA,NA
"NO","NO0","NUTS 1",2013,NA,NA,NA,NA,NA
"PL","PL1","NUTS 1",2013,NA,NA,NA,NA,NA
"PL","PL2","NUTS 1",2013,NA,NA,NA,NA,NA
"PL","PL3","NUTS 1",2013,NA,NA,NA,NA,NA
"PL","PL4","NUTS 1",2013,NA,NA,NA,NA,NA
"SE","SE1","NUTS 1",2013,NA,NA,NA,NA,NA
"SE","SE2","NUTS 1",2013,NA,NA,NA,NA,NA
"SK","SK0","NUTS 1",2013,5402,0.9798,0.5903,2e-04,0
"TR","TR1","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR2","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR3","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR4","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR5","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR6","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR7","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR8","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TR9","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TRA","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TRB","NUTS 1",2013,NA,NA,NA,NA,NA
"TR","TRC","NUTS 1",2013,NA,NA,NA,NA,NA
"UK","UKC","NUTS 1",2013,367,0.898,0.1935,0.0654,0
"SE","SE3","NUTS 1",2013,NA,NA,NA,NA,NA
"SI","SI0","NUTS 1",2013,NA,NA,NA,NA,NA
"UK","UKD","NUTS 1",2013,1024,0.8626,0.168,0.0547,0
"UK","UKE","NUTS 1",2013,724,0.8662,0.1892,0.0401,0
"UK","UKF","NUTS 1",2013,647,0.8904,0.1808,0.0835,0
"UK","UKG","NUTS 1",2013,790,0.8941,0.1722,0.0557,0
"UK","UKH","NUTS 1",2013,849,0.8917,0.1731,0.0542,0
"UK","UKI","NUTS 1",2013,889,0.8821,0.1755,0.0652,0
"UK","UKJ","NUTS 1",2013,1232,0.906,0.194,0.0593,0
"UK","UKK","NUTS 1",2013,746,0.8652,0.2121,0.0456,0.0013
"UK","UKL","NUTS 1",2013,440,0.8771,0.2159,0.0568,0
"UK","UKM","NUTS 1",2013,1487,0.8734,0.1769,0.0599,0
"UK","UKN","NUTS 1",2013,979,0.8715,0.1941,0.0541,0
"AT","AT11","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT12","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT13","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT21","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT22","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT31","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT32","NUTS 2",2013,NA,NA,NA,NA,NA
"BE","BE31","NUTS 2",2013,179,0.9832,0.1676,0,0
"BE","BE32","NUTS 2",2013,834,0.9808,0.1535,0,0
"BE","BE33","NUTS 2",2013,566,0.9823,0.1661,0,0
"BE","BE34","NUTS 2",2013,155,0.9742,0.129,0,0
"BE","BE35","NUTS 2",2013,220,0.9773,0.1273,0,0
"BG","BG31","NUTS 2",2013,645,0.7023,0.0806,0,0
"BG","BG32","NUTS 2",2013,637,0.6515,0.1099,0,0
"BG","BG33","NUTS 2",2013,663,0.6591,0.0784,0,0
"BG","BG34","NUTS 2",2013,730,0.7178,0.0836,0,0
"BG","BG41","NUTS 2",2013,1335,0.7296,0.0959,0,0
"BG","BG42","NUTS 2",2013,961,0.7076,0.0884,0,0
"CY","CY00","NUTS 2",2013,4648,0.8199,0.2145,0,0
"CZ","CZ01","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ02","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ03","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ04","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ05","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ06","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ07","NUTS 2",2013,NA,NA,NA,NA,NA
"CZ","CZ08","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH01","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH02","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH03","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH04","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT33","NUTS 2",2013,NA,NA,NA,NA,NA
"AT","AT34","NUTS 2",2013,NA,NA,NA,NA,NA
"BE","BE10","NUTS 2",2013,963,0.9637,0.1661,0,0
"BE","BE21","NUTS 2",2013,838,0.9726,0.1348,0,0
"BE","BE22","NUTS 2",2013,470,0.9702,0.1234,0,0
"BE","BE23","NUTS 2",2013,706,0.9759,0.1374,0,0
"BE","BE24","NUTS 2",2013,582,0.9845,0.1254,0,0
"BE","BE25","NUTS 2",2013,646,0.9768,0.1672,0,0
"DE","DE72","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE73","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE80","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE91","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE92","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE93","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE94","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEA1","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEA2","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEA3","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEA4","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEA5","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH05","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH06","NUTS 2",2013,NA,NA,NA,NA,NA
"CH","CH07","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE11","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE12","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE13","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE14","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE21","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE22","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE23","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE24","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE25","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE26","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE27","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE30","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE40","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE50","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE60","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DE71","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEB1","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEB2","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEB3","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEG0","NUTS 2",2013,NA,NA,NA,NA,NA
"DK","DK01","NUTS 2",2013,1501,0.992,0.1146,0,0
"DK","DK02","NUTS 2",2013,775,0.9897,0.1058,0,0
"DK","DK03","NUTS 2",2013,1208,0.9917,0.1275,0,0
"DK","DK04","NUTS 2",2013,1356,0.9897,0.1032,0,0
"DK","DK05","NUTS 2",2013,579,0.9862,0.1036,0,0
"EE","EE00","NUTS 2",2013,5775,0.9896,0.1384,0,0
"EL","EL52","NUTS 2",2013,1241,0.8719,0.0749,0,0
"EL","EL30","NUTS 2",2013,2291,0.8948,0.0589,0,0
"EL","EL41","NUTS 2",2013,162,0.8333,0.0617,0,0
"EL","EL42","NUTS 2",2013,184,0.8913,0.0707,0,0
"EL","EL43","NUTS 2",2013,432,0.8472,0.0694,0,0
"EL","EL51","NUTS 2",2013,470,0.8617,0.0638,0,0
"EL","EL53","NUTS 2",2013,222,0.9054,0.0811,0,0
"EL","EL54","NUTS 2",2013,291,0.8522,0.0756,0,0
"EL","EL61","NUTS 2",2013,534,0.8801,0.0712,0,0
"EL","EL62","NUTS 2",2013,147,0.8095,0.0884,0,0
"EL","EL63","NUTS 2",2013,599,0.8431,0.0935,0,0
"EL","EL64","NUTS 2",2013,403,0.8809,0.062,0,0
"EL","EL65","NUTS 2",2013,463,0.8575,0.0562,0,0
"ES","ES11","NUTS 2",2013,824,0.9648,0.1165,0,0
"ES","ES12","NUTS 2",2013,491,0.9776,0.1059,0,0
"ES","ES13","NUTS 2",2013,303,0.9538,0.132,0,0
"ES","ES21","NUTS 2",2013,685,0.981,0.0876,0,0
"ES","ES22","NUTS 2",2013,408,0.9828,0.1275,0,0
"ES","ES23","NUTS 2",2013,398,0.9824,0.103,0,0
"ES","ES24","NUTS 2",2013,537,0.9739,0.1061,0,0
"ES","ES30","NUTS 2",2013,1111,0.9694,0.1197,0,0
"DE","DEC0","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DED2","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DED4","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DED5","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEE0","NUTS 2",2013,NA,NA,NA,NA,NA
"DE","DEF0","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FR52","NUTS 2",2013,703,0.9161,0.1479,0,0
"FR","FR53","NUTS 2",2013,403,0.9132,0.1266,0,0
"FR","FR61","NUTS 2",2013,691,0.9204,0.1201,0,0
"FR","FR62","NUTS 2",2013,498,0.8976,0.1124,0,0
"FR","FR63","NUTS 2",2013,176,0.9318,0.0966,0,0
"FR","FR71","NUTS 2",2013,1029,0.9329,0.1069,0,0
"FR","FR72","NUTS 2",2013,271,0.9299,0.1107,0,0
"FR","FR81","NUTS 2",2013,487,0.922,0.1211,0,0
"FR","FR82","NUTS 2",2013,712,0.9185,0.1362,0,0
"FR","FR83","NUTS 2",2013,28,0.9643,0.1786,0,0
"FR","FRA1","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FRA2","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FRA3","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FRA4","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FRA5","NUTS 2",2013,NA,NA,NA,NA,NA
"HR","HR03","NUTS 2",2013,1818,0.9527,0.2783,0,0
"HR","HR04","NUTS 2",2013,3547,0.9428,0.2757,0,0
"ES","ES41","NUTS 2",2013,867,0.9642,0.1003,0,0
"ES","ES42","NUTS 2",2013,636,0.9497,0.1242,0,0
"ES","ES43","NUTS 2",2013,508,0.9646,0.1299,0,0
"ES","ES51","NUTS 2",2013,1265,0.9636,0.113,0,0
"ES","ES52","NUTS 2",2013,962,0.9595,0.1279,0,0
"ES","ES53","NUTS 2",2013,396,0.9571,0.101,0,0
"ES","ES61","NUTS 2",2013,1487,0.967,0.1217,0,0
"ES","ES62","NUTS 2",2013,488,0.9631,0.1127,0,0
"ES","ES63","NUTS 2",2013,131,0.9771,0.1603,0,0
"ES","ES64","NUTS 2",2013,117,0.9658,0.1453,0,0
"ES","ES70","NUTS 2",2013,525,0.9638,0.1086,0,0
"FI","FI19","NUTS 2",2013,2963,0.9804,0.0537,0,0
"FI","FI1B","NUTS 2",2013,3102,0.9855,0.0554,0,0
"FI","FI1C","NUTS 2",2013,2502,0.984,0.0544,0,0
"FI","FI1D","NUTS 2",2013,2803,0.9814,0.0471,0,0
"FI","FI20","NUTS 2",2013,NA,NA,NA,NA,NA
"FR","FR10","NUTS 2",2013,1267,0.9329,0.1144,0,0
"FR","FR21","NUTS 2",2013,299,0.9064,0.1739,0,0
"FR","FR22","NUTS 2",2013,389,0.9332,0.162,0,0
"FR","FR23","NUTS 2",2013,325,0.9169,0.1015,0,0
"FR","FR24","NUTS 2",2013,474,0.9409,0.1308,0,0
"FR","FR25","NUTS 2",2013,290,0.9241,0.1414,0,0
"FR","FR26","NUTS 2",2013,345,0.9275,0.1565,0,0
"FR","FR30","NUTS 2",2013,836,0.9282,0.1388,0,0
"FR","FR41","NUTS 2",2013,492,0.9207,0.1118,0,0
"FR","FR42","NUTS 2",2013,335,0.9224,0.1522,0,0
"FR","FR43","NUTS 2",2013,211,0.9289,0.109,0,0
"FR","FR51","NUTS 2",2013,870,0.9276,0.1103,0,0
"HU","HU10","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU21","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU22","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU23","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU31","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU32","NUTS 2",2013,NA,NA,NA,NA,NA
"HU","HU33","NUTS 2",2013,NA,NA,NA,NA,NA
"IE","IE01","NUTS 2",2013,1365,0.8806,0.1678,0,0
"IT","ITC2","NUTS 2",2013,367,0.9346,0.1281,0,0
"IT","ITC3","NUTS 2",2013,1067,0.9203,0.1715,0,0
"IT","ITC4","NUTS 2",2013,1846,0.9415,0.1972,0,0
"IT","ITF1","NUTS 2",2013,424,0.9481,0.1863,0,0
"IT","ITF2","NUTS 2",2013,347,0.9078,0.196,0,0
"IT","ITF3","NUTS 2",2013,991,0.9173,0.1796,0,0
"IT","ITF4","NUTS 2",2013,797,0.9373,0.1782,0,0
"IT","ITF5","NUTS 2",2013,386,0.9301,0.1658,0,0
"IT","ITF6","NUTS 2",2013,686,0.9213,0.2055,0,0
"IT","ITG1","NUTS 2",2013,957,0.8934,0.2059,0,0
"IT","ITG2","NUTS 2",2013,488,0.9139,0.1516,0,0
"IT","ITH1","NUTS 2",2013,172,0.9651,0.1686,0,0
"IT","ITH2","NUTS 2",2013,409,0.956,0.1565,0,0
"IT","ITH3","NUTS 2",2013,1395,0.9369,0.1656,0,0
"IT","ITH4","NUTS 2",2013,1071,0.9356,0.1578,0,0
"IT","ITH5","NUTS 2",2013,1456,0.9478,0.1751,0,0
"IT","ITI1","NUTS 2",2013,1005,0.9333,0.1841,0,0
"IT","ITI2","NUTS 2",2013,772,0.9339,0.1852,0,0
"IT","ITI3","NUTS 2",2013,1041,0.9347,0.1595,0,0
"IT","ITI4","NUTS 2",2013,1406,0.9211,0.1821,0,0
"LI","LI00","NUTS 2",2013,NA,NA,NA,NA,NA
"LT","LT00","NUTS 2",2013,5142,0.6601,0.1392,0,0
"LU","LU00","NUTS 2",2013,3770,0.9878,0.096,0,0
"LV","LV00","NUTS 2",2013,6309,0.8293,0.1691,0,0
"ME","ME00","NUTS 2",2013,NA,NA,NA,NA,NA
"MK","MK00","NUTS 2",2013,NA,NA,NA,NA,NA
"MT","MT00","NUTS 2",2013,4381,0.8802,0.1577,0,0
"NL","NL11","NUTS 2",2013,NA,NA,NA,NA,NA
"NL","NL12","NUTS 2",2013,NA,NA,NA,NA,NA
"NL","NL13","NUTS 2",2013,NA,NA,NA,NA,NA
"NL","NL21","NUTS 2",2013,NA,NA,NA,NA,NA
"NL","NL22","NUTS 2",2013,NA,NA,NA,NA,NA
"IE","IE02","NUTS 2",2013,3557,0.8915,0.1327,0,0
"IS","IS00","NUTS 2",2013,NA,NA,NA,NA,NA
"IT","ITC1","NUTS 2",2013,1404,0.9416,0.1816,0,0
